season_name,season,full_name,castaway_id,castaway,age,city,state,personality_type,episode,day,order,result,jury_status,original_tribe,swapped_tribe,swapped_tribe_2,merged_tribe,total_votes_received,immunity_idols_won,short_name,date_of_birth,date_of_death,gender,race,ethnicity,occupation
Survivor: Redemption Island,22,Andrea Boehlke,333,Andrea,21,Random Lake,Wisconsin,ENFP,12,32,14,14th voted out,,Ometepe,,,Murlonio,9,1,Andrea,1989-05-10,,Female,,,Student;Entertainment Host/Writer
Survivor: Redemption Island,22,Steve Wright,332,Steve,51,Huntington Beach,California,ISFJ,11,30,13,13th voted out,3rd jury member,Zapatera,,,Murlonio,15,0,Steve,1959-04-08,,Male,,,Ex-NFL Player
Survivor: Redemption Island,22,Ralph Kiser,331,Ralph,45,Lebanon,Virginia,ESTP,11,30,12,12th voted out,4th jury member,Zapatera,,,Murlonio,16,0,Ralph,1965-10-27,,Male,,,Farmer
Survivor: Redemption Island,22,Julie Wolfe,330,Julie,50,Oceanside,California,ISTJ,10,27,11,11th voted out,2nd jury member,Zapatera,,,Murlonio,6,0,Julie,1960-05-11,,Female,,,Firefighter
Survivor: Redemption Island,22,David Murphy,329,David,31,West Hollywood,California,INTJ,9,24,10,10th voted out,1st jury member,Zapatera,,,Murlonio,8,0,David,1979-07-16,,Male,,,Defense Attorney
Survivor: Redemption Island,22,Mike Chiesl,328,Mike,31,Del Mar,California,ISFJ,9,22,9,9th voted out,7th jury member,Zapatera,,,Murlonio,6,0,Mike,1979-09-15,,Male,,,Iraq War Veteran
Survivor: Redemption Island,22,Matt Elrod,323,Matt,22,Nashville,Tennessee,INFP,8,21,8,8th voted out,6th jury member,Ometepe,,,Murlonio,10,0,Matt,1988-10-02,,Male,,,Pre-Med Student
Survivor: Redemption Island,22,Sarita White,327,Sarita,36,Santa Monica,California,INTP,7,18,7,7th voted out,,Zapatera,,,,6,0,Sarita,1974-10-02,,Female,,,Visual Effects Producer
Survivor: Redemption Island,22,Stephanie Valencia,326,Stephanie,26,Long Beach,California,ESFP,6,16,6,6th voted out,,Zapatera,,,,8,0,Stephanie,1985-02-03,,Female,,Hispanic or Latino,Waitress
Survivor: Redemption Island,22,Krista Klumpp,325,Krista,25,Columbia,South Carolina,ISFP,5,13,5,5th voted out,,Zapatera,,,,6,0,Krista,1985-07-27,,Female,,,Pharmaceutical Representative
Survivor: Redemption Island,22,Kristina Kell,324,Kristina,46,Malibu,California,INTP,4,11,4,4th voted out,,Ometepe,,,,9,0,Kristina,1964-12-26,,Female,,,Law Student
Survivor: Redemption Island,22,Russell Hantz,300,Russell,37,Dayton,Texas,ESTJ,3,8,3,3rd voted out,,Zapatera,,,,8,0,Russell H.,1972-10-10,,Male,,,Oil Company Owner
Survivor: Redemption Island,22,Matt Elrod,323,Matt,22,Nashville,Tennessee,INFP,2,5,2,2nd voted out,,Ometepe,,,,10,0,Matt,1988-10-02,,Male,,,Pre-Med Student
Survivor: Redemption Island,22,Francesca Hogi,322,Francesca,36,Washington,D.C.,INFJ,1,3,1,1st voted out,,Ometepe,,,,4,0,Francesca,1973-11-03,,Female,Black,,Attorney
Survivor: Nicaragua,21,Jud Birza,321,Fabio,21,Venice,California,ESFP,16,39,20,Sole Survivor,,La Flor,La Flor,,Libertad,2,4,Fabio,1989-06-12,,Male,,,Student
Survivor: Nicaragua,21,Chase Rice,320,Chase,24,Fairview,North Carolina,ISFP,16,39,19,Runner-up,,La Flor,Espada,,Libertad,1,0,Chase,1985-09-19,,Male,,,Pro Racecar Jackman
Survivor: Nicaragua,21,Matthew Lenahan,319,Sash,30,New York City,New York,ENTJ,16,39,18,2nd runner-up,,La Flor,La Flor,,Libertad,2,1,Sash,1979-11-22,,Male,Black,,Real Estate Broker
Survivor: Nicaragua,21,Holly Hoffman,318,Holly,44,Eureka,South Dakota,ENFJ,15,38,17,15th voted out,9th jury member,Espada,Espada,,Libertad,4,1,Holly,1966-03-15,,Female,,,Swim Coach
Survivor: Nicaragua,21,Dan Lembo,317,Dan,63,Water Mill,New York,ISTP,15,37,16,14th voted out,8th jury member,Espada,Espada,,Libertad,10,0,Dan,1946-11-05,,Male,,,Real Estate Executive
Survivor: Nicaragua,21,Jane Bright,316,Jane,56,Jackson Springs,North Carolina,ISTP,14,36,15,13th voted out,7th jury member,Espada,La Flor,,Libertad,11,2,Jane,1953-12-13,,Female,,,Dog Trainer
Survivor: Nicaragua,21,Ben Henry,315,Benry,24,Los Angeles,California,ESTP,13,32,14,12th voted out,6th jury member,La Flor,Espada,,Libertad,5,0,Benry,1986-06-25,,Male,,,Club Promoter
Survivor: Nicaragua,21,Kelly Shinn,314,Purple Kelly,20,Mesa,Arizona,ENFP,12,28,13,Quit,5th jury member,La Flor,La Flor,,Libertad,0,0,Purple Kelly,1990-05-05,,Female,,,Nursing Student
Survivor: Nicaragua,21,NaOnka Mixon,313,NaOnka,27,Los Angeles,California,ESTP,11,28,12,Quit,4th jury member,La Flor,Espada,,Libertad,3,0,NaOnka,1983-02-17,,Female,Black,,PE Teacher
Survivor: Nicaragua,21,Brenda Lowe,312,Brenda,27,Miami,Florida,INTJ,10,27,11,11th voted out,3rd jury member,La Flor,La Flor,,Libertad,15,1,Brenda,1982-11-03,,Female,Asian,Hispanic or Latino,Paddleboard Company Owner
Survivor: Nicaragua,21,Marty Piombo,311,Marty,48,Mill Valley,California,ENTJ,9,24,10,10th voted out,2nd jury member,Espada,La Flor,,Libertad,19,0,Marty,1961-11-11,,Male,,,Technology Executive
Survivor: Nicaragua,21,Alina Wilson,310,Alina,23,Downey,California,INFP,8,22,9,9th voted out,1st jury member,La Flor,Espada,,Libertad,10,0,Alina,1987-02-20,,Female,,,Art Student
Survivor: Nicaragua,21,Jill Behm,309,Jill,43,Erie,Pennsylvania,ISTJ,7,18,8,8th voted out,,Espada,La Flor,,,3,1,Jill,1967-01-18,,Female,,,ER Doctor
Survivor: Nicaragua,21,Yve Rojas,308,Yve,41,Kansas City,Missouri,ISFJ,6,15,7,7th voted out,,Espada,Espada,,,13,0,Yve,1969-03-09,,Female,,Hispanic or Latino,Homemaker
Survivor: Nicaragua,21,Kelly Bruno,307,Kelly B.,26,Durham,North Carolina,ISFP,6,15,6,6th voted out,,La Flor,La Flor,,,16,0,Kelly B.,1984-03-23,,Female,,,Medical Student
Survivor: Nicaragua,21,Tyrone Davis,306,Tyrone,42,Inglewood,California,ESTJ,5,14,5,5th voted out,,Espada,Espada,,,6,0,Tyrone,1967-09-24,,Male,Black,,Fire Captain
Survivor: Nicaragua,21,James Tarantino,305,Jimmy T.,48,Gloucester,Massachusetts,ESTP,4,11,4,4th voted out,,Espada,,,,5,0,Jimmy T.,1962-09-07,,Male,,,Commercial Fisherman
Survivor: Nicaragua,21,Jimmy Johnson,304,Jimmy J.,67,Islamorada,Florida,ESFJ,3,8,3,3rd voted out,,Espada,,,,8,0,Jimmy J.,1943-07-16,,Male,,,Former NFL Coach
Survivor: Nicaragua,21,Shannon Elkins,303,Shannon,30,Lafayette,Louisiana,ESTJ,2,6,2,2nd voted out,,La Flor,,,,7,0,Shannon,1979-12-04,,Male,,,Pest Control Company Owner
Survivor: Nicaragua,21,Wendy-Jo DeSmidt-Kohlhoff,302,Wendy,48,Fromberg,Montana,ISFP,1,3,1,1st voted out,,Espada,,,,9,0,Wendy,1961-12-13,,Female,,,Goat Rancher
Survivor: Heroes vs. Villains,20,Sandra Diaz-Twine,112,Sandra,35,Fayetteville,North Carolina,ESTP,15,39,20,Sole Survivor,,Villains,,,Yin Yang,3,0,Sandra,1974-07-30,,Female,,Hispanic or Latino,Office Assistant;Case Manager
Survivor: Heroes vs. Villains,20,Parvati Shallow,197,Parvati,26,Los Angeles,California,ENFJ,15,39,19,Runner-up,,Villains,,,Yin Yang,12,3,Parvati,1982-09-21,,Female,White,,Boxer;Charity Organizer;Yoga Teacher/Life Coach/Speaker
Survivor: Heroes vs. Villains,20,Russell Hantz,300,Russell,36,Dayton,Texas,ESTJ,15,39,18,2nd Runner-up,,Villains,,,Yin Yang,7,2,Russell H.,1972-10-10,,Male,,,Oil Company Owner
Survivor: Heroes vs. Villains,20,Jerri Manthey,25,Jerri,38,Los Angeles,California,ESFP,14,38,17,17th voted out,9th jury member,Villains,,,Yin Yang,9,1,Jerri,1970-09-05,,Female,,,Aspiring Actress
Survivor: Heroes vs. Villains,20,Colby Donaldson,31,Colby,35,Los Angeles,California,ISTP,14,37,16,16th voted out,8th jury member,Heroes,,,Yin Yang,8,0,Colby,1974-04-01,,Male,,,Auto Customizer
Survivor: Heroes vs. Villains,20,Rupert Boneham,107,Rupert,45,Indianapolis,Indiana,ESFJ,13,36,15,15th voted out,7th jury member,Heroes,,,Yin Yang,10,0,Rupert,1964-01-27,,Male,,,Troubled Teens Mentor
Survivor: Heroes vs. Villains,20,Danielle DiLorenzo,181,Danielle,28,Los Angeles,California,ESFP,12,33,14,14th voted out,6th jury member,Villains,,,Yin Yang,4,1,Danielle,1981-06-03,,Female,,,Medical Sales Rep.
Survivor: Heroes vs. Villains,20,Candice Woodcock,195,Candice,26,Washington,D.C.,ISTJ,12,31,13,13th voted out,5th jury member,Heroes,,,Yin Yang,5,1,Candice,1982-11-12,,Female,,,Pre-Med Student;Physician/Anesthesiology Resident
Survivor: Heroes vs. Villains,20,Amanda Kimmel,235,Amanda,25,Los Angeles,California,ISFP,11,30,12,12th voted out,4th jury member,Heroes,,,Yin Yang,10,0,Amanda,1984-08-03,,Female,,,Hiking Guide;Aspiring Designer
Survivor: Heroes vs. Villains,20,James Thomas Jr.,281,J.T.,25,Mobile,Alabama,ESTP,10,27,11,11th voted out,3rd jury member,Heroes,,,Yin Yang,5,0,J.T.,1984-06-23,,Male,,,Cattle Rancher
Survivor: Heroes vs. Villains,20,Courtney Yates,236,Courtney,28,New York City,New York,ENTP,9,24,10,10th voted out,2nd jury member,Villains,,,,9,0,Courtney,1981-03-26,,Female,,,Waitress
Survivor: Heroes vs. Villains,20,Benjamin Wade,277,Coach,38,Susanville,California,ENFJ,8,21,9,9th voted out,1st jury member,Villains,,,,4,0,Coach,1971-09-18,,Male,,,Soccer Coach/Musician
Survivor: Heroes vs. Villains,20,Rob Mariano,55,Boston Rob,33,Pensacola,Florida,ESTJ,7,18,8,8th voted out,,Villains,,,,5,1,Boston Rob,1975-12-25,,Male,,,Construction Worker
Survivor: Heroes vs. Villains,20,James Clement,231,James,32,Lafayette,Louisiana,ISTP,6,15,7,7th voted out,,Heroes,,,,12,0,James,1977-03-09,,Male,Black,,Gravedigger
Survivor: Heroes vs. Villains,20,Tyson Apostol,274,Tyson,30,Heber City,Utah,ESTP,6,15,6,6th voted out,,Villains,,,,6,0,Tyson,1979-06-17,,Male,,,Former Professional Cyclist/Missionary;Shop Manager
Survivor: Heroes vs. Villains,20,Tom Westman,150,Tom,45,New York City,New York,ESTJ,5,14,5,5th voted out,,Heroes,,,,8,0,Tom,1964-01-04,,Male,,,NYC Firefighter;Motivational Speaker
Survivor: Heroes vs. Villains,20,Cirie Fields,179,Cirie,39,Norwalk,Connecticut,ENFJ,4,11,4,4th voted out,,Heroes,,,,3,0,Cirie,1970-07-18,,Female,Black,,Nurse
Survivor: Heroes vs. Villains,20,Randy Bailey,258,Randy,50,Austin,Texas,INTJ,3,8,3,3rd voted out,,Villains,,,,9,0,Randy,1959-03-31,,Male,,,Wedding Videographer
Survivor: Heroes vs. Villains,20,Stephenie LaGrossa,144,Stephenie,29,Philadelphia,Pennsylvania,ESTJ,2,6,2,2nd voted out,,Heroes,,,,6,0,Stephenie,1979-12-06,,Female,,,Pharmaceutical Sales Representative
Survivor: Heroes vs. Villains,20,Jessica Kiper,263,Sugar,30,Los Angeles,California,ENFP,1,3,1,1st voted out,,Heroes,,,,9,0,Sugar,1979-02-22,,Female,,,Pin-Up Model
Survivor: Samoa,19,Natalie White,301,Natalie,26,Van Buren,Arkansas,ISFJ,16,39,20,Sole Survivor,,Foa Foa,,,Aiga,8,0,Natalie,1983-04-22,,Female,,,Pharmaceutical Sales
Survivor: Samoa,19,Russell Hantz,300,Russell H.,36,Dayton,Texas,ESTJ,16,39,19,Runner-up,,Foa Foa,,,Aiga,6,0,Russell H.,1972-10-10,,Male,,,Oil Company Owner
Survivor: Samoa,19,Mick Trimming,299,Mick,33,Los Angeles,California,INTP,16,39,18,2nd runner-up,,Foa Foa,,,Aiga,4,1,Mick,1976-05-10,,Male,,,Doctor
Survivor: Samoa,19,Brett Clouser,298,Brett,23,Los Angeles,California,ISFP,15,38,17,15th voted out,9th jury member,Galu,,,Aiga,3,3,Brett,1985-12-27,,Male,,,T-Shirt Designer
Survivor: Samoa,19,Jaison Robinson,297,Jaison,28,Chicago,Illinois,INTJ,15,37,16,14th voted out,8th jury member,Foa Foa,,,Aiga,7,2,Jaison,1980-09-25,,Male,Black,,Law Student
Survivor: Samoa,19,Shannon Waters,296,Shambo,45,Renton,Washington,ESFP,14,36,15,13th voted out,7th jury member,Galu,,,Aiga,6,0,Shambo,1964-04-25,,Female,,,Sales
Survivor: Samoa,19,Monica Padilla,295,Monica,25,San Diego,California,ENFP,13,33,14,12th voted out,6th jury member,Galu,,,Aiga,7,0,Monica,1984-07-14,,Female,,Hispanic or Latino,Law Student
Survivor: Samoa,19,Dave Ball,294,Dave,38,Los Angeles,California,INTP,13,31,13,11th voted out,5th jury member,Galu,,,Aiga,8,0,Dave,1970-08-13,,Male,,,Fitness Instructor
Survivor: Samoa,19,John Fincher,293,John,25,Santa Monica,California,INTP,12,30,12,10th voted out,4th jury member,Galu,,,Aiga,7,1,John,1983-08-16,,Male,,Hispanic or Latino,Rocket Scientist
Survivor: Samoa,19,Laura Morett,292,Laura,39,Salem,Oregon,ENFJ,10,27,11,9th voted out,3rd jury member,Galu,,,Aiga,10,2,Laura M.,1969-07-30,,Female,,,Office Manager;Fitness Instructor
Survivor: Samoa,19,Kelly Sharbaugh,291,Kelly,25,San Diego,California,ISFP,9,24,10,8th voted out,2nd jury member,Galu,,,Aiga,4,0,Kelly,1983-12-26,,Female,,,Hairstylist
Survivor: Samoa,19,Erik Cardona,290,Erik,28,Los Angeles,California,ENTP,8,21,9,7th voted out,1st jury member,Galu,,,Aiga,10,0,Erik,1981-04-13,,Male,,Hispanic or Latino,Bartender
Survivor: Samoa,19,Elizabeth Kim,289,Liz,33,New York City,New York,INTP,7,18,8,6th voted out,,Foa Foa,,,,5,0,Liz,1975-11-24,,Female,Asian,Korean American,Urban Planner
Survivor: Samoa,19,Russell Swan,288,Russell S.,42,Glenside,Pennsylvania,ESFJ,6,15,7,Medically evacuated,,Galu,,,,0,0,Russell S.,1967-02-17,,Male,Black,,Attorney
Survivor: Samoa,19,Ashley Trainer,287,Ashley,22,Maple Grove,Minnesota,ENFP,5,14,6,5th voted out,,Foa Foa,,,,9,0,Ashley,1987-02-27,,Female,,,Spa Sales
Survivor: Samoa,19,Yasmin Giles,286,Yasmin,33,Los Angeles,California,ESFP,4,11,5,4th voted out,,Galu,,,,8,0,Yasmin,1975-08-29,,Female,Black,,Hairstylist
Survivor: Samoa,19,Ben Browning,285,Ben,28,Los Angeles,California,ESTP,3,8,4,3rd voted out,,Foa Foa,,,,7,0,Ben,1980-08-28,,Male,,,Bar Manager
Survivor: Samoa,19,Betsy Bolan,284,Betsy,48,Campton,New Hampshire,ESTJ,2,6,3,2nd voted out,,Foa Foa,,,,7,0,Betsy,1961-03-20,,Female,,,Police Officer
Survivor: Samoa,19,Mike Borassi,283,Mike,62,Marina del Rey,California,ESTP,2,5,2,Medically evacuated,,Foa Foa,,,,0,0,Mike,1947-03-13,,Male,,,Personal Chef
Survivor: Samoa,19,Marisa Calihan,282,Marisa,26,Cincinnati,Ohio,INFP,1,3,1,1st voted out,,Foa Foa,,,,7,0,Marisa,1983-07-26,,Female,,,Student
Survivor: Tocantins,18,James Thomas Jr.,281,J.T.,24,Mobile,Alabama,ESTP,15,39,16,Sole Survivor,,Jalapao,,,Forza,0,2,J.T.,1984-06-23,,Male,,,Cattle Rancher
Survivor: Tocantins,18,Stephen Fishbach,280,Stephen,29,New York City,New York,INTP,15,39,15,Runner-up,,Jalapao,,,Forza,1,1,Stephen,1979-01-24,,Male,White,Jewish,Corporate Consultant
Survivor: Tocantins,18,Erinn Lobdell,279,Erinn,26,Milwaukee,Wisconsin,ENFP,14,38,14,13th voted out,7th jury member,Timbira,,,Forza,5,0,Erinn,1982-10-21,,Female,,,Hairstylist
Survivor: Tocantins,18,Tamara Johnson-George,278,Taj,37,Nashville,Tennessee,ENFJ,14,37,13,12th voted out,6th jury member,Jalapao,,,Forza,7,0,Taj,1971-04-29,,Female,Black,,Former Pop Star
Survivor: Tocantins,18,Benjamin Wade,277,Coach,37,Bolivar,Missouri,ENFJ,13,36,12,11th voted out,5th jury member,Timbira,,,Forza,6,1,Coach,1971-09-18,,Male,,,Soccer Coach/Musician
Survivor: Tocantins,18,Debra Beebe,276,Debbie,46,Auburn,Alabama,ESFJ,12,33,11,10th voted out,4th jury member,Timbira,,,Forza,6,1,Debbie,1962-09-28,,Female,,,Middle School Principal
Survivor: Tocantins,18,Sierra Reed,275,Sierra,23,Los Angeles,California,INFP,11,30,10,9th voted out,3rd jury member,Timbira,,,Forza,11,0,Sierra,1985-09-29,,Female,,,Model
Survivor: Tocantins,18,Tyson Apostol,274,Tyson,29,Heber City,Utah,ESTP,10,27,9,8th voted out,2nd jury member,Timbira,,,Forza,5,2,Tyson,1979-06-17,,Male,,,Former Professional Cyclist/Missionary;Shop Manager
Survivor: Tocantins,18,Brendan Synnott,273,Brendan,30,Vail,Colorado,ENTP,9,24,8,7th voted out,1st jury member,Timbira,,,Forza,4,0,Brendan,1978-09-28,,Male,,,Entrepreneur
Survivor: Tocantins,18,Joe Dowdle,272,Joe,26,Austin,Texas,ISTJ,8,20,7,Medically evacuated,,Jalapao,,,Forza,1,0,Joe,1982-06-29,,Male,,,Real Estate Sales
Survivor: Tocantins,18,Sydney Wheeler,271,Sydney,24,San Diego,California,ISFP,7,18,6,6th voted out,,Jalapao,,,,4,0,Sydney,1984-05-11,,Female,,,Model
Survivor: Tocantins,18,Spencer Duhm,270,Spencer,19,Gainesville,Florida,INFP,5,15,5,5th voted out,,Jalapao,,,,5,0,Spencer,1989-12-20,,Male,,,Student
Survivor: Tocantins,18,Sandy Burgin,269,Sandy,53,Louisville,Kentucky,ESFP,4,12,4,4th voted out,,Jalapao,,,,6,0,Sandy,1955-07-01,,Female,,,Bus Driver
Survivor: Tocantins,18,Jerry Sims,268,Jerry,49,Rock Hill,South Carolina,ISTJ,3,9,3,3rd voted out,,Timbira,,,,6,0,Jerry,1959-05-18,,Male,Black,,Sgt - U.S. Army
Survivor: Tocantins,18,Candace Smith,267,Candace,31,Los Angeles,California,ISTJ,2,6,2,2nd voted out,,Timbira,,,,7,0,Candace,1977-02-01,,Female,Black,,Attorney
Survivor: Tocantins,18,Carolina Eastwood,266,Carolina,26,West Hollywood,California,ESTJ,1,3,1,1st voted out,,Jalapao,,,,7,0,Carolina,1981-10-27,,Female,Panamanian American,Hispanic or Latino,Bartender
Survivor: Gabon,17,Robert Crowley,265,Bob,57,South Portland,Maine,INTP,14,39,18,Sole Survivor,,Kota,Kota,Kota,Nobag,2,3,Bob,1951-02-25,,Male,,,Physics Teacher
Survivor: Gabon,17,Susie Smith,264,Susie,47,Charles City,Iowa,ISFJ,14,39,17,Runner-up,,Fang,Kota,Kota,Nobag,10,2,Susie,1960-10-24,,Female,,Hispanic or Latino,Hairdresser
Survivor: Gabon,17,Jessica Kiper,263,Sugar,29,Brooklyn,New York,ENFP,14,39,16,2nd runner-up,,Kota,Fang,Fang,Nobag,0,1,Sugar,1979-02-22,,Female,,,Pin-Up Model
Survivor: Gabon,17,Matty Whitmore,262,Matty,29,Pacific Palisades,California,ESFP,13,38,15,15th voted out,7th jury member,Fang,Fang,Fang,Nobag,7,0,Matty,1978-12-18,,Male,,,Personal Trainer
Survivor: Gabon,17,Ken Hoang,261,Ken,22,Westminster,California,INTP,13,37,14,14th voted out,6th jury member,Fang,Fang,Kota,Nobag,7,1,Ken,1985-10-10,,Male,Asian,Vietnamese American,Professional Gamer
Survivor: Gabon,17,Crystal Cox,260,Crystal,29,Durham,North Carolina,ESFP,12,36,13,13th voted out,5th jury member,Fang,Fang,Kota,Nobag,13,0,Crystal,1979-03-28,,Female,Black,,Former Olympic Athlete
Survivor: Gabon,17,Corinne Kaplan,259,Corinne,29,Los Angeles,California,ENTJ,11,33,12,12th voted out,4th jury member,Kota,Kota,Fang,Nobag,4,0,Corinne,1979-01-17,,Female,White,Jewish,Pharmaceutical Sales;Clinical Consultant
Survivor: Gabon,17,Randy Bailey,258,Randy,49,Eagle Rock,Missouri,INTJ,9,30,11,11th voted out,3rd jury member,Fang,Kota,Fang,Nobag,5,0,Randy,1959-03-31,,Male,,,Wedding Videographer
Survivor: Gabon,17,Charlie Herschel,257,Charlie,29,New York City,New York,ENFP,8,27,10,10th voted out,2nd jury member,Kota,Kota,Fang,Nobag,5,0,Charlie,1979-05-12,,Male,White,Jewish,Lawyer
Survivor: Gabon,17,Marcus Lehman,256,Marcus,28,Atlanta,Georgia,ENTJ,7,24,9,9th voted out,1st jury member,Kota,Kota,Kota,,3,2,Marcus,1979-10-03,,Male,,Hispanic or Latino,Doctor
Survivor: Gabon,17,Dan Kay,255,Dan,32,Boston,Massachusetts,ISFP,6,21,8,8th voted out,,Fang,Kota,,,8,0,Dan,1976-06-30,2016-12-31,Male,,,Lawyer
Survivor: Gabon,17,Ace Gordon,254,Ace,27,Naples,Florida,INTJ,6,21,7,7th voted out,,Kota,Fang,,,8,0,Ace,1980-09-03,,Male,,,Jewelry Sales and Photographer
Survivor: Gabon,17,Kelly Czarnecki,253,Kelly,22,Buffalo Grove,Illinois,INFP,5,18,6,6th voted out,,Kota,Fang,,,8,0,Kelly,1986-04-04,,Female,,,Retail Sales
Survivor: Gabon,17,Danny Brown,252,GC,25,Portland,Oregon,INFP,4,15,5,5th voted out,,Fang,Fang,,,6,1,GC,1982-07-13,,Male,Black,,Maintenance Man
Survivor: Gabon,17,Jacquie Berg,251,Jacquie,25,Santa Barbara,California,ENFJ,3,12,4,4th voted out,,Kota,Fang,,,5,0,Jacquie,1982-09-10,,Female,,,Medical Sales
Survivor: Gabon,17,Paloma Soto-Castillo,250,Paloma,23,Downey,California,ENFP,2,9,3,3rd voted out,,Kota,,,,7,0,Paloma,1984-08-24,,Female,Chilean American,Hispanic or Latino,Student
Survivor: Gabon,17,Gillian Larson,249,Gillian,61,Temecula,California,ENFP,1,6,2,2nd voted out,,Fang,,,,8,0,Gillian,1947-02-24,,Female,,,Retired Nurse
Survivor: Gabon,17,Michelle Chase,248,Michelle,24,Los Angeles,California,INTP,1,3,1,1st voted out,,Fang,,,,8,0,Michelle,1984-03-07,,Female,,,Music Producer
Survivor: Micronesia,16,Parvati Shallow,197,Parvati,25,Los Angeles,California,ENFJ,15,39,20,Sole Survivor,,Malakal,Airai,,Dabu,4,1,Parvati,1982-09-21,,Female,White,,Boxer;Charity Organizer;Yoga Teacher/Life Coach/Speaker
Survivor: Micronesia,16,Amanda Kimmel,235,Amanda,23,Los Angeles,California,ISFP,15,39,19,Runner-up,,Malakal,Malakal,,Dabu,4,1,Amanda,1984-08-03,,Female,,,Hiking Guide;Aspiring Designer
Survivor: Micronesia,16,Cirie Fields,179,Cirie,37,Norwalk,Connecticut,ENFJ,14,38,18,15th voted out,8th jury member,Malakal,Malakal,,Dabu,3,0,Cirie,1970-07-18,,Female,Black,,Nurse
Survivor: Micronesia,16,Natalie Bolton,247,Natalie,32,West Hollywood,California,INTJ,14,37,17,14th voted out,7th jury member,Airai,Airai,,Dabu,3,0,Natalie,1975-12-31,,Female,Asian,,Personal Trainer
Survivor: Micronesia,16,Erik Reichenbach,246,Erik,22,Ypsilanti,Michigan,INTP,13,36,16,13th voted out,6th jury member,Airai,Malakal,,Dabu,7,4,Erik,1985-11-27,,Male,,,Ice Cream Scooper;Comic Book Artist
Survivor: Micronesia,16,Alexis Jones,245,Alexis,24,Beverly Hills,California,ENFJ,12,33,15,12th voted out,5th jury member,Airai,Airai,,Dabu,2,0,Alexis,1983-07-06,,Female,,,Motivational Speaker
Survivor: Micronesia,16,James Clement,231,James,30,Lafayette,Louisiana,ISTP,12,31,14,Medically evacuated,4th jury member,Malakal,Airai,,Dabu,3,0,James,1977-03-09,,Male,Black,,Gravedigger
Survivor: Micronesia,16,Jason Siska,244,Jason,22,Fox River Grove,Illinois,ESFP,11,30,13,11th voted out,3rd jury member,Airai,Airai,,Dabu,8,1,Jason,1985-03-04,,Male,,,Gymnastics Coach
Survivor: Micronesia,16,Oscar Lusth,201,Ozzy,26,Venice,California,ISFP,10,27,12,10th voted out,2nd jury member,Malakal,Malakal,,Dabu,9,0,Ozzy,1981-08-23,,Male,Mexican American,Hispanic or Latino,Waiter;Photographer
Survivor: Micronesia,16,Eliza Orlins,127,Eliza,25,Manhattan,New York,ENTJ,9,24,11,9th voted out,1st jury member,Malakal,Airai,,Dabu,8,0,Eliza,1982-12-25,,Female,White,Jewish,Pre-Law Student;Law School Student
Survivor: Micronesia,16,Ami Cusack,125,Ami,34,Golden,Colorado,ENTJ,8,21,10,8th voted out,,Malakal,Malakal,,,4,0,Ami,1973-01-25,,Female,,,Coffee Barista;Nanny
Survivor: Micronesia,16,Tracy Hughes-Wolf,243,Tracy,43,Fredericksburg,Virginia,ENFJ,7,20,9,7th voted out,,Airai,Malakal,,,7,0,Tracy,1964-07-09,,Female,,,Residential Builder
Survivor: Micronesia,16,Kathleen Sleckman,242,Kathy,45,Glen Ellyn,Illinois,ENFP,7,19,8,Quit,,Airai,Airai,,,0,0,Kathy,1962-08-14,,Female,,,Golf Course Vendor
Survivor: Micronesia,16,Chet Welch,241,Chet,48,Ford City,Pennsylvania,INFP,6,17,7,6th voted out,,Airai,Malakal,,,12,0,Chet,1959-10-22,,Male,,,Pageant Coach
Survivor: Micronesia,16,Jonathan Penner,196,Jonathan,45,Los Angeles,California,ENTP,6,15,6,Medically evacuated,,Malakal,Airai,,,0,0,Jonathan,1962-03-05,,Male,White,Jewish,Writer
Survivor: Micronesia,16,Joel Anderson,240,Joel,32,Avondale,Arizona,ESTJ,5,14,5,5th voted out,,Airai,Malakal,,,6,0,Joel,1975-06-01,,Male,,,Firefighter
Survivor: Micronesia,16,Michael Bortone,239,Mikey B,34,Los Angeles,California,ENTP,4,11,4,4th voted out,,Airai,,,,6,0,Mikey B,1973-12-29,,Male,,,Aspiring Writer
Survivor: Micronesia,16,Yau-Man Chan,218,Yau-Man,55,Martinez,California,INTP,3,8,3,3rd voted out,,Malakal,,,,6,0,Yau-Man,1952-08-26,,Male,Asian,Bornean American,Computer Engineer
Survivor: Micronesia,16,Mary Sartain,238,Mary,29,Emeryville,California,ISFJ,2,6,2,2nd voted out,,Airai,,,,6,0,Mary,1978-11-11,,Female,,,Real Estate Manager
Survivor: Micronesia,16,Jon Dalton,111,Jonny Fairplay,33,Los Angeles,California,ENTP,1,3,1,1st voted out,,Malakal,,,,9,0,Jonny Fairplay,1974-03-11,,Male,,,Art Consultant
Survivor: China,15,Todd Herzog,237,Todd,22,Pleasant Grove,Utah,ENFP,15,39,16,Sole Survivor,,Fei Long,Fei Long,,Hae Da Fung,5,0,Todd,1985-01-29,,Male,,,Flight Attendant
Survivor: China,15,Courtney Yates,236,Courtney,26,New York City,New York,ENTP,15,39,15,Runner-up,,Fei Long,Fei Long,,Hae Da Fung,0,1,Courtney,1981-03-26,,Female,,,Waitress
